0x5dd20d
0x500660000
20	77.9382	77.9382	77.9382	77.9483	77.9185
21	76.9382	76.9382	76.9382	76.9901	76.9175
22	75.9382	75.9382	75.9382	75.9556	75.9165
23	74.9382	74.9383	74.9382	74.8979	74.9155
24	73.9382	73.9383	73.9382	73.8802	73.9145
25	72.9382	72.9383	72.9382	73.1698	72.9135
26	71.9383	71.9383	71.9383	71.898	71.9126
27	70.9383	70.9383	70.9383	70.9253	70.9116
28	69.9384	69.9384	69.9384	69.8054	69.9107
29	68.9384	68.9385	68.9384	68.951	68.9098
30	67.9386	67.9386	67.9386	67.8476	67.909
31	66.9388	66.9389	66.9388	67.097	66.9083
32	65.9391	65.9392	65.9391	65.8924	65.9076
33	64.9395	64.9396	64.9395	64.9148	64.907
34	63.9401	63.9403	63.9401	63.9595	63.9064
35	62.941	62.9411	62.941	62.9001	62.9061
36	61.9421	61.9423	61.9421	61.8067	61.9061
37	60.9436	60.9439	60.9437	60.7955	60.9064
38	59.9456	59.9459	59.9457	60.0592	59.9071
39	58.9482	58.9485	58.9483	58.8117	58.9084
40	57.9515	57.9519	57.9516	58.0841	57.9104
41	56.9558	56.9562	56.9558	56.9451	56.9135
42	55.961	55.9615	55.9611	56.0167	55.9174
43	54.9675	54.9681	54.9677	55.0737	54.9226
44	53.9754	53.9763	53.9757	53.9935	53.9293
45	52.9852	52.986	52.9854	53.0839	52.9379
46	51.9969	51.9978	51.9972	51.74	51.9487
47	51.011	51.012	51.0112	51.1614	50.9619
48	50.0276	50.0286	50.0278	50.146	49.9774
49	49.0471	49.0481	49.0473	49.1272	48.9958
50	48.0699	48.0708	48.0701	48.2397	48.0176
51	47.0963	47.0974	47.0965	47.4643	47.043
52	46.1267	46.1281	46.1269	46.0257	46.0724
53	45.1615	45.1631	45.1618	45.0387	45.1063
54	44.2011	44.2029	44.2016	44.0238	44.1449
55	43.2459	43.248	43.2466	43.2594	43.1889
56	42.2963	42.2988	42.2973	42.3602	42.2386
57	41.3535	41.3558	41.3542	41.6837	41.2945
58	40.4174	40.4193	40.4177	40.8222	40.357
59	39.4883	39.49	39.4883	39.4653	39.4266
60	38.5665	38.5682	38.5665	38.8436	38.5036
61	37.6524	37.6543	37.6526	37.6927	37.5887
62	36.7462	36.7488	36.7472	36.5481	36.6822
63	35.8496	35.8521	35.8506	36.0184	35.7846
64	34.9633	34.9646	34.9634	35.023	34.8962
65	34.0862	34.0866	34.0859	33.888	34.0176
66	33.2182	33.2185	33.2185	33.456	33.1493
67	32.36	32.3622	32.3617	32.4057	32.2916
68	31.5159	31.5169	31.5159	31.4574	31.4452
69	30.6819	30.6826	30.6813	30.7529	30.61
70	29.8578	29.8596	29.8584	29.849	29.7866
71	29.0465	29.048	29.0474	29.1996	28.9755
72	28.2497	28.2478	28.2488	28.453	28.177
73	27.463	27.4626	27.4627	27.6883	27.3913
74	26.6878	26.6902	26.6895	26.9837	26.6184
75	25.9303	25.93	25.9293	26.2174	25.8586
76	25.183	25.1817	25.1824	25.1994	25.1125
77	24.4474	24.4475	24.449	24.8593	24.3802
78	23.7308	23.7294	23.7293	24.0494	23.6618
79	23.0236	23.0235	23.0234	23.4179	22.9571
80	22.331	22.3296	22.3314	22.5265	22.2662
81	21.6553	21.6519	21.6535	22.0473	21.5894
82	20.9882	20.9895	20.9896	20.9866	20.9269
83	20.3414	20.3388	20.34	20.6143	20.2788
84	19.7058	19.7014	19.7046	20.0184	19.6448
85	19.0828	19.0827	19.0834	19.0751	19.0251
86	18.4788	18.4752	18.4765	18.4232	18.4199
87	17.8815	17.8796	17.8837	17.9847	17.8289
88	17.3074	17.304	17.3051	17.2678	17.2516
89	16.7409	16.7388	16.7406	16.8683	16.6885
90	16.1916	16.1862	16.1902	16.3447	16.1394
91	15.6553	15.6525	15.6537	15.975	15.6042
92	15.1312	15.128	15.131	15.3504	15.0827
93	14.6244	14.619	14.622	14.7455	14.5747
94	14.1255	14.1251	14.1265	14.454	14.0799
95	13.6473	13.6392	13.6445	13.8879	13.5984
96	13.1736	13.1739	13.1757	13.3093	13.13
97	12.723	12.7173	12.7201	13.095	12.6748
98	12.2744	12.2737	12.2773	12.6347	12.2324
99	11.8502	11.8455	11.8472	12.2277	11.8026
100	11.4265	11.4234	11.4296	11.9822	11.3854
101	11.0274	11.0226	11.0244	11.08	10.9806
102	10.6283	10.6272	10.6312	11.1046	10.5879
103	10.2529	10.2475	10.2499	10.5825	10.207
104	9.87804	9.87755	9.88023	10.1815	9.83796
105	9.52494	9.51851	9.52199	9.72475	9.4802
106	9.17376	9.17298	9.17493	9.46778	9.13368
107	8.84149	8.83422	8.83883	9.35555	8.79808
108	8.51347	8.51183	8.51343	9.19438	8.47322
109	8.20057	8.19289	8.19851	8.53746	8.15891
110	7.89507	7.89237	7.89382	8.21312	7.85504
111	7.60009	7.59365	7.59912	7.84627	7.56133
112	7.31639	7.31279	7.31417	7.67953	7.27735
113	7.03795	7.03393	7.03872	7.69879	7.00305
114	6.77527	6.77126	6.77254	7.31124	6.73803
115	6.51259	6.511	6.51539	6.89922	6.48201
116	6.26956	6.26587	6.26703	6.58313	6.2347
117	6.02709	6.02297	6.02722	6.27803	5.99612
118	5.79715	5.79475	5.79572	6.16623	5.76591
119	5.574	5.56798	5.57232	5.89294	5.54372
